Dataset   Point Species  Nom      T_1           T_2           T_3           T_4           T_5           T_6           T_7           T_8           T_9           T_10
x00204005   2   O2   9.30E-11   9.30E-11   9.30E-11   9.30E-11   9.30E-11   9.30E-11   9.30E-11   9.30E-11   9.30E-11   9.30E-11   9.30E-11
x00204005   3   O2   3.00E-05   2.25E-05   1.70E-05   1.81E-05   1.93E-05   2.05E-05   2.18E-05   2.32E-05   2.48E-05   2.64E-05   2.81E-05
x00204005   4   O2   0.00810174   0.00907546   0.00982144   0.00967292   0.00951424   0.00934569   0.00916755   0.00897834   0.00877844   0.00856473   0.00833955
x00204005   5   O2   0.0405807   0.0498534   0.0591986   0.0571427   0.0550687   0.0529843   0.0508966   0.0488124   0.0467302   0.0446648   0.0426142
x00204005   6   O2   0.0686268   0.0801703   0.0931162   0.0901158   0.0871872   0.0843295   0.0815359   0.0788164   0.0761696   0.0735838   0.0710734
x00204005   7   O2   0.27832   0.289884   0.302893   0.299875   0.296925   0.294053   0.291256   0.288536   0.285879   0.283287   0.280777
x00204005   8   O2   0.460749   0.465053   0.470567   0.469232   0.467964   0.466764   0.465606   0.464527   0.463489   0.462518   0.461613
x00204005   9   O2   0.619052   0.615325   0.612378   0.612967   0.613586   0.614266   0.614961   0.615703   0.61649   0.617308   0.618172
x00204005   10   O2   0.650908   0.643074   0.63558   0.63721   0.638874   0.64054   0.642224   0.643925   0.64566   0.647396   0.649136
x00204005   11   O2   0.660325   0.651811   0.643337   0.645226   0.647102   0.64898   0.650862   0.652746   0.654617   0.6566   0.658461
x00204005   12   O2   0.61093   0.604885   0.598467   0.599915   0.601365   0.602772   0.60418   0.605575   0.606942   0.60828   0.609619
x00204005   13   O2   0.463568   0.462426   0.460657   0.461103   0.461522   0.461902   0.462256   0.462584   0.462885   0.463148   0.463371
x00204005   14   O2   0.340642   0.344332   0.347213   0.346645   0.346032   0.345386   0.344695   0.34397   0.343202   0.342389   0.341531
x00204005   15   O2   0.273689   0.286199   0.297503   0.295099   0.292632   0.290102   0.287521   0.28487   0.282169   0.279399   0.276573
x00204005   16   O2   0.000308025   0.254631   0.480288   0.434659   0.386639   0.33602   0.282528   0.225941   0.166215   0.103961   0.0424471
x00204005   17   O2   3.76192   2.16371   1.24954   1.4098   1.59699   1.80095   2.03895   2.29419   2.59427   2.92275   3.3176
x00204005   18   O2   5.28184   5.01613   4.73031   4.79564   4.85992   4.92318   4.98538   5.04663   5.10686   5.16613   5.22446
x00204005   19   O2   2.64348   2.54168   2.43401   2.45847   2.48262   2.50646   2.53001   2.55327   2.57624   2.59894   2.62135
x00204005   20   O2   0.313756   0.293142   0.272073   0.276794   0.281492   0.286168   0.290823   0.295456   0.300065   0.304652   0.309215
x00204005   21   O2   0.103793   0.111638   0.120147   0.118195   0.116279   0.114397   0.112549   0.110734   0.108952   0.107201   0.105482
x00204005   22   O2   0.0576454   0.0618091   0.0662861   0.0652628   0.0642556   0.0632651   0.0622904   0.0613315   0.0603875   0.0594588   0.0585449
x00204005   23   O2   0.0331479   0.0355342   0.0380882   0.0375055   0.0369314   0.0363665   0.0358096   0.035261   0.0347209   0.0341886   0.0336643
x00204006   26   CO   5.98E-27   2.81E-27   1.32E-27   1.56E-27   1.85E-27   2.18E-27   2.58E-27   3.06E-27   3.61E-27   4.28E-27   5.06E-27
x00204006   27   CO   6.53E-18   3.47E-18   1.85E-18   2.13E-18   2.44E-18   2.81E-18   3.23E-18   3.72E-18   4.28E-18   4.92E-18   5.67E-18
x00204006   28   CO   0.000803972   0.000449991   0.000252749   0.000287333   0.000326616   0.000371262   0.00042204   0.00047982   0.000545624   0.000620638   0.000706231
x00204006   29   CO   0.84612   0.335424   0.138484   0.167828   0.203924   0.248405   0.303301   0.371139   0.455034   0.558837   0.687277
x00204006   32   CO   0.767918   1.06874   1.46392   1.36697   1.27541   1.18901   1.10762   1.03102   0.958904   0.891174   0.827588
x00204006   33   CO   9.14591   9.19139   9.28605   9.26061   9.23773   9.21731   9.19943   9.18393   9.17087   9.16025   9.1519
x00204006   34   CO   9.26763   8.98407   8.73327   8.78614   8.84064   8.89679   8.95461   9.01402   9.07502   9.13765   9.20182
x00204006   35   CO   11.5583   11.0344   10.5341   10.6432   10.7535   10.8649   10.9777   11.0915   11.2065   11.3226   11.4399
x00204006   36   CO   10.6773   9.96598   9.26773   9.42095   9.57501   9.72989   9.88788   10.0444   10.2015   10.3595   10.518
x00204006   37   CO   13.4866   12.7378   11.9802   12.1491   12.3177   12.4859   12.654   12.8215   12.9887   13.1553   13.3212
x00204006   38   CO   16.2186   15.6947   15.1203   15.2521   15.3815   15.5086   15.6333   15.7555   15.8752   15.9923   16.1068
x00204006   39   CO   14.7732   14.9414   15.0182   15.0089   14.9952   14.977   14.9544   14.9273   14.8956   14.8594   14.8186
x00204006   40   CO   6.05168   6.82775   7.53227   7.38242   7.22865   7.07107   6.90976   6.74483   6.57644   6.40469   6.22972
x00204006   42   CO   6.6102   8.29793   10.0077   9.62753   9.24731   8.86709   8.4875   8.10868   7.73114   7.35532   6.98144
x00204006   44   CO   4.1302   5.92978   7.83012   7.40232   6.97715   6.55525   6.13716   5.72361   5.31533   4.91312   4.51775
x00204006   45   CO   2.35977   4.15807   6.18504   5.72144   5.26425   4.81472   4.37439   3.94452   3.52634   3.12178   2.7323
x00204006   46   CO   3.71429   0.0785823   0.879196   0.640353   0.433397   0.261587   0.128849   0.0399864   0.00111224   0.0202825   3.30172
x00204006   47   CO   6.78923   7.18286   7.5692   7.48465   7.39925   7.31288   7.22615   7.13892   7.05085   6.96433   6.87728
x00204006   48   CO   2.97074   3.85349   4.2544   4.16942   4.08249   3.9946   3.90329   3.80516   3.69805   3.57597   3.40379
x00204006   1   O2   3.97E-10   3.97E-10   3.97E-10   3.97E-10   3.97E-10   3.97E-10   3.97E-10   3.97E-10   3.97E-10   3.97E-10   3.97E-10
x00204006   2   O2   9.92E-11   9.92E-11   9.92E-11   9.92E-11   9.92E-11   9.92E-11   9.92E-11   9.92E-11   9.92E-11   9.92E-11   9.92E-11
x00204006   3   O2   4.65E-05   3.52E-05   2.68E-05   2.85E-05   3.03E-05   3.22E-05   3.42E-05   3.64E-05   3.86E-05   4.11E-05   4.37E-05
x00204006   4   O2   0.000644573   0.00143553   0.00222889   0.00205921   0.00188498   0.00170691   0.00152675   0.00134493   0.00116373   0.000984359   0.000810888
x00204006   5   O2   0.0164371   0.0245528   0.0338281   0.0316939   0.0295915   0.0275381   0.0255363   0.0235855   0.0216975   0.0198771   0.0181203
x00204006   6   O2   0.00878253   0.0137969   0.0203318   0.0187395   0.0172305   0.0157973   0.0144455   0.0131678   0.0119645   0.0108355   0.0097742
x00204006   7   O2   0.278908   0.287719   0.298264   0.295756   0.293345   0.29103   0.288799   0.286651   0.284597   0.282613   0.280721
x00204006   8   O2   0.38675   0.383474   0.381294   0.381675   0.382119   0.382624   0.383178   0.383783   0.384449   0.385166   0.385933
x00204006   9   O2   0.610531   0.598573   0.587299   0.589744   0.592225   0.594742   0.597295   0.599869   0.602494   0.605141   0.607825
x00204006   10   O2   0.558339   0.545053   0.5321   0.534952   0.537812   0.540708   0.543598   0.546524   0.549444   0.552401   0.555366
x00204006   11   O2   0.710696   0.69636   0.682006   0.685201   0.688388   0.691581   0.694765   0.69794   0.701123   0.704295   0.707526
x00204006   12   O2   0.67307   0.662473   0.651477   0.653956   0.656407   0.658846   0.661257   0.663657   0.666045   0.668404   0.670751
x00204006   13   O2   0.538279   0.533948   0.529039   0.53017   0.531287   0.532362   0.533424   0.534457   0.535448   0.536425   0.537374
x00204006   14   O2   0.491675   0.49194   0.491549   0.491689   0.4918   0.491884   0.491926   0.49194   0.491926   0.49187   0.491786
x00204006   15   O2   0.357554   0.361879   0.365579   0.364809   0.364015   0.363186   0.362322   0.361436   0.360514   0.359558   0.358567
x00204006   16   O2   0.244345   0.254341   0.263658   0.261647   0.259602   0.257516   0.255407   0.253268   0.251087   0.248876   0.246625
x00204006   17   O2   0.475963   0.499866   0.52251   0.517583   0.512608   0.507557   0.502447   0.497278   0.492038   0.486742   0.481379
x00204006   18   O2   1.06221   1.14136   1.21702   1.20051   1.18383   1.16698   1.14994   1.13274   1.11536   1.09782   1.08011
x00204006   19   O2   1.8685   2.03557   2.19521   2.1604   2.12521   2.08964   2.05368   2.01736   1.98069   1.94366   1.90627
x00204006   20   O2   2.18003   2.50863   2.8288   2.75854   2.68774   2.61647   2.54469   2.47247   2.39988   2.3269   2.25359
x00204006   21   O2   0.00271873   0.0914219   0.270514   0.22434   0.181625   0.142581   0.107446   0.076482   0.050044   0.0285422   0.0125266
x00204006   22   O2   0.254985   0.324072   0.395884   0.380065   0.357518   0.34463   0.329366   0.318606   0.298536   0.283938   0.269841
x00204006   23   O2   1.23473   1.37049   1.53217   1.49675   1.46396   1.42106   1.39306   1.34793   1.31388   1.2854   1.2573
x00204006   24   O2   2.23693   2.44234   2.64312   2.59309   2.54921   2.50525   2.46299   2.39994   2.36994   2.32323   2.27127
x00204006   25   O2   0.0117217   0.144044   0.440994   0.349783   0.314918   0.246131   0.186884   0.140692   0.098286   0.0536264   0.0323534
x00204007   25   CO   6.55E-28   3.77E-28   2.16E-28   2.45E-28   2.77E-28   3.13E-28   3.54E-28   4.01E-28   4.53E-28   5.12E-28   5.79E-28
x00204007   26   CO   7.97E-21   4.44E-21   2.49E-21   2.83E-21   3.22E-21   3.66E-21   4.16E-21   4.73E-21   5.39E-21   6.14E-21   6.99E-21
x00204007   27   CO   0.00062401   0.000334846   0.000179834   0.000206539   0.000237151   0.000272254   0.000312528   0.000358761   0.000411871   0.000472915   0.000543151
x00204007   36   CO   80.9663   82.9251   84.6987   84.3197   83.9322   83.536   83.131   82.717   82.2937   81.8609   81.4186
x00204007   37   CO   50.7391   55.0525   58.9873   58.1444   57.2837   56.405   55.508   54.5924   53.6579   52.7042   51.7315
x00204007   38   CO   3.70288   8.61172   14.5068   13.1487   11.8126   10.5045   9.23217   8.00344   6.8264   5.71074   4.66649
x00204007   39   CO   41.5914   36.4245   30.8725   32.1276   33.3787   34.6235   35.8255   37.0271   38.1908   39.3466   40.489
x00204007   41   CO   41.3901   38.9112   36.3574   36.9373   37.494   38.0651   38.6308   39.1857   39.7672   40.3119   40.8541
x00204007   42   CO   43.4418   41.644   39.7717   40.1698   40.6209   41.0146   41.4358   41.8387   42.2083   42.6236   43.0319
x00204007   43   CO   21.7757   21.7471   21.3554   21.5281   21.5697   21.6506   21.7468   21.7734   21.8526   21.8392   21.8632
x00204007   44   CO   78.9044   77.1505   75.2642   75.6954   76.1198   76.537   76.9478   77.3519   77.7493   78.1406   78.5257
x00204007   45   CO   73.352   72.3246   71.2224   71.4739   71.7216   71.9654   72.206   72.4421   72.6755   72.9043   73.1299
x00204007   46   CO   69.1597   68.532   67.8528   68.0084   68.1609   68.3117   68.4588   68.6041   68.747   68.8868   69.0242
x00204007   47   CO   62.073   61.7906   61.4718   61.546   61.6182   61.6885   61.7568   61.8238   61.8889   61.952   62.0131
x00204007   48   CO   40.3377   40.3228   40.282   40.2937   40.3034   40.3125   40.3196   40.3261   40.3306   40.3345   40.3364
x00204007   1   O2   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10
x00204007   2   O2   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10   3.96E-10
x00204007   3   O2   7.43E-05   5.54E-05   4.16E-05   4.43E-05   4.73E-05   5.03E-05   5.36E-05   5.72E-05   6.10E-05   6.51E-05   6.95E-05
x00204007   4   O2   0.00175065   0.00105221   0.000659544   0.000729269   0.000807578   0.000896421   0.0009968   0.00111111   0.00124142   0.00138932   0.00155809
x00204007   5   O2   0.00168712   5.57E-05   0.00261268   0.00175482   0.00104834   0.000511075   0.000158184   5.28E-06   6.76E-05   0.000359678   0.00089523
x00204007   6   O2   0.0181807   0.0347368   0.0574043   0.0518163   0.0465486   0.0415916   0.0369443   0.0326045   0.0285593   0.0248133   0.0213567
x00204007   7   O2   0.475441   0.526368   0.58327   0.570093   0.557214   0.544644   0.532392   0.520437   0.508759   0.497383   0.486274
x00204007   8   O2   1.19679   1.23438   1.27596   1.26635   1.25696   1.24777   1.2388   1.23002   1.22143   1.21302   1.20482
x00204007   9   O2   2.33688   2.36049   2.38572   2.37994   2.3743   2.36869   2.36321   2.3578   2.35245   2.34718   2.342
x00204007   10   O2   3.19442   3.21915   3.2429   3.23767   3.23245   3.22715   3.22183   3.21644   3.21101   3.20556   3.2
x00204007   11   O2   5.30319   5.36422   5.41713   5.40542   5.39339   5.38106   5.37063   5.35777   5.34461   5.33114   5.31731
x00204007   12   O2   4.69496   4.83431   4.95964   4.93295   4.90559   4.87759   4.84889   4.81958   4.78952   4.75874   4.72723
x00204007   13   O2   3.42961   3.71166   3.96541   3.9113   3.85593   3.79924   3.7412   3.68174   3.6209   3.55861   3.49489
x00204007   14   O2   0.0219954   0.0709626   0.362176   0.284678   0.213297   0.149388   0.0944966   0.05035   0.0188686   0.00213895   0.00239954
x00204007   15   O2   0.495826   0.548116   0.593758   0.586786   0.576678   0.561381   0.553299   0.54529   0.536698   0.516653   0.512955
x00204007   16   O2   0.306718   0.379726   0.449527   0.431656   0.415967   0.399499   0.383056   0.370766   0.352812   0.344645   0.322059
x00204007   17   O2   0.284158   0.378207   0.474824   0.450355   0.42648   0.397715   0.386649   0.364275   0.342208   0.320762   0.302172
x00204007   18   O2   0.0693078   0.127694   0.202276   0.182792   0.170269   0.152636   0.136569   0.120972   0.108205   0.0960938   0.0828638
x00204007   19   O2   2.1101   2.49455   2.85331   2.78352   2.69169   2.61306   2.53646   2.4323   2.36936   2.2684   2.18916
x00204007   20   O2   0.123686   0.121161   0.118494   0.119099   0.119697   0.120288   0.120871   0.121448   0.122018   0.12258   0.123136
x00204007   21   O2   0.137162   0.135335   0.133427   0.133858   0.134285   0.134708   0.135127   0.135542   0.135953   0.136359   0.136762
x00204007   22   O2   0.0762853   0.0753773   0.0744383   0.0746497   0.0748591   0.0750673   0.0752741   0.0754795   0.075683   0.0758852   0.0760859
x00204007   23   O2   0.0816481   0.0809235   0.0801763   0.0803443   0.0805114   0.0806769   0.0808415   0.0810051   0.0811672   0.0813288   0.0814889
x00204007   24   O2   0.0867827   0.0862278   0.0856567   0.0857855   0.0859126   0.0860392   0.0861653   0.0862904   0.0864144   0.0865378   0.0866608
x00204008   25   CO   4.05E-27   2.00E-27   9.90E-28   1.16E-27   1.35E-27   1.58E-27   1.85E-27   2.16E-27   2.53E-27   2.96E-27   3.46E-27
x00204008   26   CO   3.13E-18   1.67E-18   8.97E-19   1.03E-18   1.18E-18   1.36E-18   1.56E-18   1.79E-18   2.06E-18   2.37E-18   2.72E-18
x00204008   27   CO   0.00160782   0.000892779   0.000493186   0.000563189   0.000642764   0.000733251   0.000836135   0.000953192   0.0010864   0.00123808   0.00141086
x00204008   37   CO   950.571   962.193   972.182   970.095   967.933   965.695   963.38   960.985   958.508   955.948   953.302
x00204008   40   CO   288.482   253.83   202.875   216.181   228.4   239.202   249.101   258.395   266.516   274.651   282.014
x00204008   41   CO   301.022   301.354   299.901   300.422   300.82   301.157   301.354   301.441   301.473   301.465   301.58
x00204008   43   CO   40.2954   54.3525   66.3783   63.7264   61.174   58.4958   55.8341   52.9566   50.073   46.9951   43.7751
x00204008   44   CO   319.765   323.562   328.594   327.369   326.207   325.097   324.061   323.088   322.164   321.315   320.503
x00204008   1   O2   0.00307811   0.00307811   0.00307811   0.00307811   0.00307811   0.00307811   0.00307811   0.00307811   0.00307811   0.00307811   0.00307811
x00204008   2   O2   3.93E-10   3.93E-10   3.93E-10   3.93E-10   3.93E-10   3.93E-10   3.93E-10   3.93E-10   3.93E-10   3.93E-10   3.93E-10
x00204008   3   O2   0.00499901   0.00469816   0.00445679   0.00450588   0.00455792   0.00461161   0.00466832   0.0047281   0.004791   0.00485708   0.0049264
x00204008   4   O2   0.00398563   0.0023651   0.00145668   0.00161669   0.00179763   0.00200321   0.00223676   0.00250198   0.00280406   0.00314778   0.0035396
x00204008   5   O2   0.0953702   0.0604214   0.0344987   0.0395021   0.0449322   0.0507969   0.0571016   0.0638551   0.0710547   0.0787055   0.0868117
x00204008   6   O2   0.632049   0.55651   0.48149   0.498053   0.514696   0.531396   0.548128   0.564896   0.58169   0.598484   0.615268
x00204008   7   O2   0.00238539   0.000614883   3.97E-06   1.77E-05   0.00010522   0.000261933   0.000482344   0.000761848   0.0010964   0.00148175   0.00191287
x00204008   8   O2   0.3515   0.358586   0.3677   0.365492   0.363386   0.361381   0.359489   0.357696   0.356003   0.354408   0.3529
x00204008   9   O2   1.24235   1.2367   1.23278   1.23349   1.2343   1.23518   1.23617   1.23725   1.2384   1.23964   1.24096
x00204008   10   O2   3.06889   3.04798   3.02722   3.03181   3.0364   3.04103   3.04566   3.0503   3.05494   3.05959   3.06423
