Dataset   Point Species  Nom      T_1           T_2           T_3           T_4           T_5           T_6           T_7           T_8           T_9           T_10
x00214016   20   C2H2   0.364596   0.407514   0.45925   0.446863   0.435009   0.42366   0.412783   0.402352   0.392339   0.382725   0.373482
x00214016   21   C2H2   0.15561   0.167204   0.180017   0.177054   0.174159   0.17133   0.168564   0.165859   0.163213   0.160623   0.158091
x00214016   22   C2H2   0.0815399   0.0866148   0.0920734   0.0908251   0.0895973   0.0883897   0.0872021   0.0860319   0.0848825   0.08375   0.0826367
x00214016   11   C2H4   0.0349957   0.0179285   0.00658265   0.00860227   0.0109079   0.0135014   0.0163832   0.0195479   0.0229974   0.0267246   0.0307262
x00214016   12   C2H4   0.0667758   0.0435024   0.0242762   0.0281489   0.0322588   0.0365954   0.0411483   0.0459053   0.0508574   0.0559931   0.0613024
x00214016   13   C2H4   0.00978504   0.00195939   0.000100138   4.43E-06   0.000200869   0.000687189   0.0014628   0.00252888   0.00388841   0.00554647   0.00750898
x00214016   14   C2H4   0.0282334   0.00462704   0.000438306   4.04E-06   0.000301866   0.00138725   0.00332104   0.00615041   0.0099799   0.0148772   0.0209295
x00214016   15   C2H4   0.574256   0.209585   0.0444665   0.0685203   0.0991088   0.137023   0.183143   0.238454   0.304028   0.381031   0.470692
x00214016   16   C2H4   1.81718   1.10553   0.195973   0.328844   0.500696   0.712791   0.964971   1.2551   1.5771   1.44498   1.61486
x00214016   17   C2H4   2.43487   2.31295   1.67921   2.12818   2.19624   2.24994   2.2938   2.33057   2.36202   2.38935   2.41343
x00214016   18   C2H4   1.51733   1.3768   1.19255   1.23847   1.28127   1.3213   1.35886   1.39421   1.42755   1.45908   1.48896
x00214016   19   C2H4   1.72476   1.6397   1.53756   1.56203   1.58542   1.60782   1.62929   1.6499   1.66971   1.68875   1.70709
x00214016   20   C2H4   1.94836   1.90409   1.85426   1.86587   1.87716   1.88815   1.89885   1.90927   1.91942   1.92931   1.93896
x00214016   21   C2H4   0.0735828   0.0655389   0.0573219   0.0591604   0.060992   0.0628172   0.0646334   0.0664419   0.0682416   0.0700319   0.0718127
x00214016   22   C2H4   2.0393   2.02906   2.01814   2.02063   2.02308   2.0255   2.02788   2.03023   2.03255   2.03483   2.03708
x00214016   33   CH4   0.000210563   0.000920402   0.00199533   0.00173331   0.00148253   0.00124573   0.00102446   0.000820678   0.000635475   0.000471109   0.00032894
x00214016   34   CH4   0.00506675   0.00838162   0.0124788   0.0115013   0.010562   0.00966119   0.00879755   0.00797294   0.00718757   0.00644164   0.00573419
x00214016   35   CH4   0.0480615   0.0620833   0.0764649   0.0732323   0.0700258   0.0668341   0.0636613   0.060507   0.0573712   0.0542505   0.0511465
x00214016   36   CH4   0.0763485   0.125463   0.175018   0.164113   0.153125   0.142085   0.131009   0.119992   0.108936   0.0979446   0.0870634
x00214016   37   CH4   0.0478576   0.0183575   0.1653   0.124251   0.087076   0.0548127   0.0286848   0.0101185   0.00075982   0.00248992   0.0174172
x00214016   38   CH4   0.944362   0.251093   0.0758411   0.0129648   0.00295857   0.0523741   0.167285   0.353387   0.615591   0.577708   0.738469
x00214016   39   CH4   0.00527228   0.119797   0.517036   0.390003   0.288753   0.208552   0.145685   0.0971812   0.0606583   0.034179   0.0161535
x00214016   40   CH4   0.122465   0.0371284   5.73E-07   0.00211827   0.00818988   0.0176452   0.0299974   0.0448307   0.061784   0.0805485   0.100855
x00214016   41   CH4   0.0563714   0.0134025   0.000551429   8.40E-05   0.00166555   0.00510975   0.0102477   0.0169236   0.0249994   0.0343415   0.0448344
x00214016   42   CH4   1.34391   1.62207   1.95654   1.87674   1.8002   1.72674   1.65625   1.58858   1.52363   1.46127   1.4014
x00214016   43   CH4   1.02391   0.974497   0.922756   0.934458   0.946043   0.957512   0.968864   0.980104   0.991227   1.00224   1.01313
x00214016   2   CO   8.18763   3.9004   1.14952   1.62222   2.17499   2.80681   3.51665   4.30321   5.16509   6.10079   7.10886
x00214016   3   CO   0.0337727   0.290531   0.780131   0.651554   0.534306   0.428339   0.33367   0.250283   0.178387   0.118148   0.0698256
x00214016   4   CO   0.23549   0.76998   1.47939   1.31109   1.14821   0.991533   0.84189   0.700011   0.567374   0.444808   0.333699
x00214016   5   CO   0.181   0.00963338   0.385083   0.259157   0.155712   0.0769879   0.0250532   0.00143197   0.00683353   0.0406635   0.100422
x00214016   6   CO   4.01094   0.378225   0.250804   0.210452   0.198041   0.221185   0.301676   0.493632   0.922011   2.5335   3.2176
x00214016   7   CO   6.94091   5.59304   4.06615   4.42232   4.76866   5.10537   5.43276   5.75112   6.06079   6.36208   6.65536
x00214016   8   CO   0.627607   0.30412   0.0793854   0.118641   0.164442   0.216245   0.273544   0.335901   0.402865   0.474044   0.549078
x00214016   23   CO2   5.04   7.91776   10.8067   10.1803   9.54223   8.89569   8.24426   7.59134   6.94071   6.29606   5.66119
x00214016   24   CO2   0.419009   1.50812   3.11986   2.72405   2.34842   1.99456   1.66409   1.35861   1.07976   0.829132   0.608342
x00214016   25   CO2   0.500409   1.31452   2.36778   2.11681   1.87498   1.64293   1.42124   1.21073   1.01228   0.826938   0.655859
x00214016   26   CO2   0.000139294   0.447602   1.41038   1.17125   0.944008   0.731477   0.536932   0.367703   0.221081   0.10639   0.0301472
x00214016   27   CO2   260.146   63.5048   8.31422   13.5585   21.45   33.3104   51.247   78.7478   121.716   175.094   213.904
x00214016   28   CO2   0.279738   0.192278   0.102982   0.122611   0.142464   0.162405   0.182333   0.202183   0.221877   0.241397   0.260686
x00214016   29   CO2   0.015624   0.0295253   0.051748   0.0458833   0.0405926   0.0358217   0.0315153   0.0276351   0.0241377   0.0209916   0.0181609
x00214016   30   CO2   0.0280625   0.0363983   0.047015   0.0444248   0.0419744   0.039652   0.0374524   0.0353679   0.0333939   0.0315205   0.0297464
x00214016   31   CO2   0.041665   0.0451624   0.0491717   0.0482323   0.0473246   0.0464383   0.0455826   0.0447505   0.0439447   0.0431616   0.0424039
x00214016   32   CO2   0.019807   0.0205958   0.0215176   0.0212999   0.0210898   0.0208872   0.020692   0.0205019   0.0203191   0.0201414   0.0199707
x00214017   9   C2H2   1.42697   1.66296   1.97086   1.89461   1.82319   1.75614   1.6931   1.63369   1.57764   1.52466   1.47451
x00214017   10   C2H2   0.77371   0.861771   0.96568   0.941013   0.917289   0.894458   0.872464   0.851272   0.830836   0.81112   0.792089
x00214017   11   C2H2   0.482147   0.52624   0.57616   0.564512   0.553188   0.542185   0.531482   0.52107   0.510945   0.501086   0.491491
x00214017   12   C2H2   0.323008   0.34849   0.376694   0.370172   0.363797   0.357571   0.351481   0.34553   0.339709   0.334019   0.328453
x00214017   13   C2H2   0.226232   0.242269   0.259768   0.255745   0.251799   0.24793   0.244137   0.240418   0.236768   0.233189   0.229677
x00214017   1   C2H4   2.54866   0.796124   0.035247   0.118025   0.25   0.431352   0.662386   0.942778   1.2718   1.64915   2.07546
x00214017   2   C2H4   3.3682   1.37262   0.227256   0.401499   0.622761   0.889722   1.20084   1.55482   1.95002   2.38501   2.85825
x00214017   3   C2H4   0.0396768   0.218282   1.26221   0.955486   0.69186   0.470752   0.291862   0.155242   0.061091   0.00990307   0.00241968
x00214017   4   C2H4   0.1932   0.5012   2.99935   2.2922   1.66609   1.12784   0.684681   0.34521   0.116126   0.00765625   0.0297563
x00214017   5   C2H4   26.9554   6.90308   0.188866   0.800103   1.87506   3.45941   5.60371   8.36432   11.8042   15.9942   21.0147
x00214017   9   C2H4   0.563139   0.700626   0.891567   0.843132   0.798435   0.757091   0.718758   0.683142   0.649987   0.619064   0.590177
x00214017   10   C2H4   0.231124   0.270979   0.320198   0.308311   0.296994   0.286214   0.275938   0.266134   0.256777   0.247839   0.239295
x00214017   11   C2H4   0.113561   0.129718   0.148771   0.144256   0.139907   0.135719   0.131682   0.127791   0.124039   0.12042   0.11693
x00214017   12   C2H4   0.0612701   0.0689357   0.0777584   0.0756877   0.0736818   0.0717383   0.0698555   0.0680312   0.066262   0.0645465   0.0628826
x00214017   13   C2H4   0.0350892   0.0390777   0.0435974   0.0425432   0.0415181   0.0405217   0.0395523   0.0386097   0.037693   0.0368011   0.0359334
x00214017   1   CH4   0.0773755   0.233662   0.455839   0.40198   0.350382   0.301457   0.255409   0.212591   0.173172   0.137439   0.105419
x00214017   2   CH4   1.73833   2.41604   3.20386   3.0192   2.84058   2.66632   2.4981   2.33536   2.1781   2.02585   1.87957
x00214017   3   CH4   13.256   15.6644   18.0586   17.5257   16.9932   16.4615   15.9308   15.3973   14.8644   14.3296   13.7938
x00214017   4   CH4   21.3207   28.273   34.8952   33.4589   32.0029   30.524   29.0281   27.5215   25.9916   24.446   22.8883
x00214017   5   CH4   7.37427   25.7516   47.6985   42.7243   37.7789   32.893   28.0997   23.4438   18.9773   14.7583   10.8613
x00214017   6   CH4   406.139   121.428   3.12608   13.7547   32.8688   61.176   98.9941   146.12   201.801   264.79   333.491
x00214017   10   CH4   9.92137   11.8563   14.2955   13.702   13.1395   12.6059   12.0997   11.619   11.1623   10.7279   10.3146
x00214017   11   CH4   4.50721   5.2183   6.07238   5.86851   5.67297   5.48543   5.30547   5.13276   4.96693   4.80749   4.65437
x00214017   12   CH4   2.30753   2.61881   2.98223   2.89645   2.81364   2.73368   2.65644   2.58183   2.50972   2.44004   2.37267
x00214017   13   CH4   1.28056   1.43306   1.60769   1.56679   1.52712   1.48864   1.45131   1.41509   1.37994   1.34583   1.31271
x00214017   4   CO   7.43524   24.24   46.6659   41.3311   36.1778   31.2277   26.5064   22.0362   17.8606   14.0084   10.5186
x00214017   5   CO   5.36506   1.9373   19.6058   14.4585   9.92378   6.09949   3.09388   1.03278   0.0574245   0.328525   2.02831
x00214017   6   CO   39.8481   27.3459   1.71969   5.19298   10.337   16.7528   23.8167   30.7222   36.5556   40.4342   41.6559
x00214017   7   CO   161.061   115.273   64.5477   78.3926   89.6303   100.109   110.262   120.317   130.403   140.427   150.682
x00214017   8   CO   319.948   191.255   136.198   147.052   158.407   170.512   183.856   199.486   220.529   257.946   307.936
x00214017   9   CO   22.2144   10.5549   2.10747   3.55322   5.28008   7.24439   9.40851   11.7395   14.2093   16.7923   19.4671
x00214017   11   CO   2.01154   3.15582   4.95542   4.48457   4.05722   3.66966   3.31864   3.00113   2.71394   2.45502   2.22158
x00214017   12   CO   10.8718   10.7492   10.3159   10.4398   10.5477   10.6402   10.7169   10.7781   10.8238   10.8546   10.8706
x00214017   14   CO2   0.57941   1.56455   2.79985   2.51403   2.23283   1.95846   1.69313   1.43905   1.19845   0.973522   0.76644
x00214017   15   CO2   3.12943   4.8465   6.7884   6.3414   5.90254   5.47265   5.05259   4.64319   4.24532   3.85985   3.48761
x00214017   16   CO2   0.287279   1.061   2.18893   1.91224   1.64977   1.40228   1.17061   0.955711   0.758641   0.580597   0.422974
x00214017   17   CO2   0.075178   0.83238   2.07948   1.77549   1.48473   1.2096   0.952876   0.72197   0.511564   0.330384   0.183104
x00214017   18   CO2   399.141   107.065   22.5604   32.7293   46.6794   65.6521   91.2186   125.319   170.273   228.795   303.958
x00214017   19   CO2   44.4229   22.9725   11.7651   13.8271   16.0873   18.5694   21.3961   24.7147   29.0327   35.6708   43.0651
x00214017   20   CO2   0.0631481   0.0363313   0.0135048   0.0179945   0.0228728   0.0280683   0.0335234   0.0391865   0.045019   0.0509762   0.0570286
x00214017   21   CO2   0.00034911   2.51E-05   0.00108365   0.000692236   0.000397537   0.000190514   6.21E-05   4.75E-06   1.11E-05   7.45E-05   0.000189098
x00214017   22   CO2   6.33E-05   3.62E-06   0.000190038   0.000120155   6.79E-05   3.17E-05   9.72E-06   5.02E-07   2.56E-06   1.45E-05   3.52E-05
x00214017   23   CO2   0.00112782   0.000968041   0.000752914   0.000804308   0.000854438   0.000901215   0.000946123   0.0009883   0.00102815   0.00106416   0.00109743
x00214017   24   CO2   0.000973086   0.00111426   0.00121017   0.00119332   0.00117383   0.00115242   0.00112782   0.00110079   0.0010721   0.00104052   0.00100813
x00214017   25   NO   0.0022486   0.000229346   0.00155038   0.000636257   0.000150325   1.90E-07   0.000104558   0.0003919   0.00079823   0.00127045   0.00176738
x00214017   26   NO   0.616493   0.591114   0.565976   0.571165   0.576635   0.582354   0.588174   0.594061   0.59994   0.605659   0.611216
x00214017   27   NO   2.284   2.39121   2.45624   2.44539   2.43245   2.41758   2.40051   2.3814   2.36021   2.33689   2.31148
x00214017   28   NO   1.14206   1.44151   1.71028   1.6536   1.59511   1.53491   1.47304   1.41003   1.34508   1.27865   1.21096
x00214017   29   NO   0.291998   0.889313   1.57881   1.42353   1.26869   1.11508   0.963746   0.815855   0.672861   0.53644   0.408676
x00214017   30   NO   14.7239   3.96962   0.309187   0.700569   1.29873   2.1442   3.27972   4.74811   6.5906   8.8454   11.5465
x00214017   31   NO   23.5158   9.00174   2.42966   3.43771   4.67427   6.16524   7.9503   10.1804   13.1772   17.7879   22.8585
x00214017   32   NO   1.0598   1.03081   0.94288   0.968128   0.989994   1.00864   1.02418   1.03673   1.04642   1.05342   1.05785
x00214017   33   NO   0.177963   0.236144   0.291422   0.279666   0.26755   0.255139   0.242521   0.229712   0.216799   0.203843   0.190863
x00214017   34   NO   0.628038   0.791526   0.964222   0.92527   0.886573   0.848256   0.810349   0.77284   0.735846   0.699313   0.663394
x00214017   35   NO   1.10253   1.35607   1.62901   1.56683   1.50545   1.44501   1.38551   1.32688   1.26929   1.21267   1.15707
x00214017   36   NO   2.59532   3.00859   3.44751   3.34783   3.24943   3.15215   3.05619   2.96145   2.86796   2.77573   2.68493
x00214018   1   C2H2   0.111943   0.145055   0.182434   0.173797   0.165345   0.157071   0.14901   0.141154   0.133517   0.126101   0.11891
x00214018   2   C2H2   0.22718   0.272389   0.322899   0.311212   0.299789   0.288637   0.277742   0.267112   0.256744   0.246635   0.236781
x00214018   3   C2H2   0.649529   0.728803   0.810532   0.792058   0.773797   0.755687   0.737731   0.71991   0.702208   0.68457   0.667022
x00214018   4   C2H2   0.907753   1.07418   1.23137   1.19727   1.16269   1.12765   1.09213   1.05653   1.02005   0.983075   0.945645
x00214018   5   C2H2   7.66824   9.25183   10.689   10.3823   10.0685   9.74729   9.41884   9.08301   8.73997   8.38976   8.03251
x00214018   6   C2H2   0.209991   0.0778548   0.732764   0.547086   0.380536   0.237419   0.122755   0.0423135   0.00279413   0.0117893   0.0777903
x00214018   7   C2H2   11.7122   8.92095   5.41818   6.24559   7.05034   7.82483   8.56475   9.26777   9.93321   10.5617   11.1541
x00214018   1   C2H4   3.75736   2.1754   1.01804   1.2374   1.47814   1.74109   2.02555   2.33153   2.657   3.00373   3.37058
x00214018   2   C2H4   6.13045   4.27872   2.68513   3.01383   3.35675   3.71563   4.08749   4.47295   4.87148   5.28104   5.70093
x00214018   3   C2H4   8.58451   6.61356   4.92317   5.27808   5.64438   6.02248   6.41317   6.8172   7.23538   7.66861   8.11789
x00214018   4   C2H4   10.3543   6.80088   4.27867   4.7646   5.29082   5.86004   6.47511   7.13828   7.85466   8.62675   9.4586
x00214018   5   C2H4   46.1132   31.365   20.7339   22.7981   25.0241   27.4215   30.0024   32.7782   35.7626   38.97   42.4143
x00214018   6   C2H4   202.867   126.203   77.3727   86.4563   96.4599   107.487   119.652   133.092   147.955   164.41   182.648
x00214018   8   C2H4   4.27678   0.406412   11.1305   7.91798   4.77771   2.47886   0.904174   0.107777   0.0873989   0.835966   2.2299
x00214018   9   C2H4   26.1252   14.8428   5.38978   7.20381   9.23536   11.3636   13.6466   16.0214   18.479   20.9697   23.5479
x00214018   10   C2H4   24.241   21.8956   19.345   19.9293   20.5038   21.0681   21.6223   22.1663   22.7003   23.224   23.7376
x00214018   11   C2H4   0.98088   1.24261   1.58226   1.49894   1.42033   1.34614   1.27613   1.21006   1.1477   1.08885   1.03331
x00214018   12   C2H4   0.333587   0.407475   0.501791   0.47877   0.456987   0.436369   0.416846   0.398358   0.380842   0.364244   0.348508
x00214018   1   CH4   0.111242   0.095136   0.080957   0.0839295   0.0870076   0.0901942   0.0934741   0.0968308   0.100303   0.103873   0.107507
x00214018   2   CH4   0.0943526   0.0791609   0.0651172   0.0681336   0.0712182   0.0743384   0.0775421   0.0807964   0.0841   0.087452   0.0908877
x00214018   3   CH4   0.0351445   0.0244825   0.0162961   0.0179309   0.0196701   0.0215081   0.0234568   0.02553   0.0277222   0.0300481   0.0325239
x00214018   4   CH4   0.00590126   0.000212873   0.00149427   0.000756701   0.000254952   1.65E-05   6.83E-05   0.000440312   0.00116942   0.00229457   0.00385621
x00214018   5   CH4   0.152947   0.0525109   0.00943862   0.0154433   0.0232899   0.0331981   0.0454196   0.0602661   0.0780587   0.0991503   0.123952
x00214018   6   CH4   3.39756   1.42158   0.512531   0.655804   0.828166   1.03475   1.28119   1.57457   1.92298   2.33554   2.82314
x00214018   7   CH4   29.8654   24.1922   16.991   18.704   20.3608   21.9499   23.4643   24.9002   26.2569   27.535   28.7368
x00214018   8   CH4   0.309878   0.504985   4.094   3.10803   2.14682   1.35247   0.745452   0.318539   0.0772528   0.000264442   0.0786444
x00214018   9   CH4   0.0543245   3.22756   13.2089   10.2091   7.72416   5.61811   3.95134   2.58703   1.54381   0.801146   0.314027
x00214018   10   CH4   2.49454   0.999043   0.117129   0.245634   0.415625   0.623481   0.865872   1.13969   1.44206   1.77029   2.12189
x00214018   11   CH4   2.27514   1.17732   0.36472   0.512876   0.681089   0.867488   1.07031   1.28782   1.51851   1.76088   2.0135
x00214018   12   CH4   6.84503   8.44042   10.4833   9.98446   9.51241   9.06588   8.64313   8.24322   7.86455   7.50607   7.16654
x00214018   1   CO   106.093   57.2705   25.5866   31.2782   37.7137   44.9266   52.9478   61.8058   71.5264   82.1342   93.6494
x00214018   2   CO   115.004   80.1834   51.383   57.2342   63.4029   69.8851   76.675   83.7667   91.1515   98.8254   106.778
x00214018   3   CO   11.1389   3.81226   0.357629   0.806909   1.43675   2.24844   3.24431   4.42752   5.80233   7.37434   9.15063
x00214018   4   CO   1.21901   0.104512   2.45878   1.70355   1.07087   0.572353   0.220759   0.030368   0.0169988   0.197702   0.591461
x00214018   5   CO   4.45622   1.03082   0.00877608   0.0813984   0.234413   0.476937   0.819019   1.27178   1.84749   2.55982   3.4238
x00214018   6   CO   357.99   160.18   60.308   76.6078   95.9017   118.62   145.236   176.301   212.42   254.267   302.545
x00214018   8   CO   1.84212   1.66691   1.38333   1.46512   1.53141   1.59101   1.64288   1.69046   1.73472   1.77239   1.8085
x00214018   9   CO   0.00183082   0.00104243   0.000417065   0.000539122   0.000668611   0.000807519   0.000958439   0.00111875   0.00128639   0.00145901   0.00164107
x00214018   10   CO   2.33E-05   0.000371069   0.00221319   0.0016437   0.00117147   0.000789906   0.000491152   0.000269119   0.0001172   2.95E-05   4.43E-08
x00214018   11   CO   1.56E-05   0.000135869   0.000487016   0.000380644   0.000292128   0.000219436   0.000160655   0.000113822   7.73E-05   4.97E-05   2.96E-05
x00214018   12   CO   0.00469409   0.00443542   0.0043604   0.0043604   0.00436999   0.00438918   0.00441806   0.00445573   0.00450232   0.00455796   0.00462183
x00214018   1   CO2   2.51069   3.07666   3.62258   3.50453   3.38433   3.26232   3.13885   3.01424   2.88882   2.7629   2.63676
x00214018   2   CO2   2.42451   2.89555   3.37965   3.27144   3.1635   3.05593   2.94885   2.84238   2.7366   2.63163   2.52757
x00214018   3   CO2   1.21733   1.58673   1.97206   1.88509   1.79888   1.71345   1.62877   1.54488   1.46177   1.37945   1.29796
x00214018   4   CO2   1.02805   1.45366   1.87277   1.78094   1.6883   1.5949   1.50087   1.40777   1.3129   1.21783   1.1228
x00214018   5   CO2   2.34896   2.95043   3.47579   3.36543   3.25147   3.13386   3.01252   2.8874   2.75849   2.62576   2.48923
x00214018   6   CO2   22.0056   7.78472   2.44173   3.22294   4.19608   5.40496   6.90471   8.76513   11.0751   13.9482   17.5298
x00214018   7   CO2   322.129   193.307   95.7051   114.183   134.56   156.772   180.716   206.29   233.357   261.781   291.42
x00214018   8   CO2   3.45084   2.54098   1.64472   1.84142   2.04099   2.24022   2.44071   2.64264   2.84475   3.04758   3.24929
x00214018   9   CO2   0.0685475   0.0370698   0.0129341   0.0175098   0.0225342   0.0280915   0.033982   0.0402284   0.0469064   0.0538159   0.0610697
x00214018   10   CO2   0.0797151   0.0581743   0.037937   0.0422601   0.0466943   0.0512256   0.0558407   0.0605279   0.0652679   0.0700541   0.0748728
x00214018   11   CO2   0.088587   0.077491   0.0653377   0.0681129   0.0708509   0.0735419   0.0761888   0.0787825   0.0813222   0.0838035   0.0862265
x00214018   12   CO2   0.0198626   0.018372   0.0164174   0.0168906   0.0173418   0.017772   0.0181781   0.0185611   0.0189202   0.0192566   0.0195716
x00214018   1   NO   0.0439044   0.0357528   0.0232261   0.0262684   0.029193   0.0319613   0.0345408   0.0369047   0.0390315   0.040914   0.0425409
x00214018   2   NO   0.111878   0.104255   0.0965813   0.0981895   0.0998702   0.101595   0.103365   0.105135   0.106904   0.108627   0.110285
x00214018   3   NO   0.00510443   0.00869625   0.0112751   0.0108269   0.0103021   0.00970703   0.00904927   0.00833314   0.00756888   0.00676794   0.00594297
x00214018   4   NO   0.115909   0.176266   0.235142   0.222415   0.209442   0.196277   0.182957   0.169604   0.156144   0.142657   0.129222
x00214018   5   NO   0.0199849   0.00500782   0.0592123   0.0432297   0.029209   0.0174792   0.00841029   0.00243369   2.47E-05   0.0017249   0.00814602
x00214018   6   NO   5.25321   2.17882   0.797233   1.01467   1.27623   1.58976   1.96479   2.41271   2.94723   3.58503   4.34579
x00214018   7   NO   73.249   49.1319   27.844   32.1799   36.7684   41.577   46.5735   51.7254   56.9998   62.366   67.7916
x00214018   8   NO   9.08142   5.35561   2.44777   2.98442   3.59782   4.26298   4.98067   5.74416   6.54025   7.37601   8.21509
x00214018   9   NO   0.0237286   0.0237502   0.26669   0.184644   0.121086   0.0722273   0.0368417   0.0139659   0.00220145   0.000488981   0.00786934
x00214018   10   NO   0.8474   0.563256   0.31759   0.367971   0.420903   0.476258   0.533766   0.59325   0.654549   0.717471   0.781789
x00214018   11   NO   5.18322   4.78594   4.33681   4.44065   4.54222   4.64151   4.7384   4.83279   4.92457   5.01365   5.09983
x00214018   12   NO   6.07301   6.01025   5.87957   5.91461   5.94622   5.97435   5.99911   6.02048   6.03854   6.05328   6.06481
x30204001   26   CO   0.00759819   0.0125562   0.0174951   0.0165148   0.0154424   0.0143088   0.0131445   0.0119698   0.0108103   0.00968563   0.00861095
x30204001   27   CO   0.0014461   0.00316627   0.00612582   0.00535367   0.00464726   0.00400537   0.00342979   0.00291846   0.00246914   0.00207662   0.00173712
x30204001   28   CO   0.000183875   0.000464518   0.00112676   0.000931256   0.000766532   0.000628736   0.000514165   0.000419462   0.000341607   0.000277912   0.000226009
x30204001   29   CO   7.13E-06   1.07E-05   1.96E-05   1.68E-05   1.46E-05   1.28E-05   1.13E-05   1.01E-05   9.11E-06   8.31E-06   7.66E-06
x30204001   30   CO   5.00E-06   4.99E-06   5.98E-06   5.64E-06   5.38E-06   5.18E-06   5.04E-06   4.94E-06   4.90E-06   4.89E-06   4.93E-06
x30204001   31   CO   6.13E-06   4.86E-06   4.41E-06   4.44E-06   4.51E-06   4.62E-06   4.77E-06   4.95E-06   5.18E-06   5.44E-06   5.76E-06
x30204001   32   CO   4.07E-05   2.26E-05   1.31E-05   1.47E-05   1.66E-05   1.87E-05   2.12E-05   2.41E-05   2.74E-05   3.12E-05   3.56E-05
x30204001   33   CO   9.37E-05   4.96E-05   2.70E-05   3.08E-05   3.52E-05   4.03E-05   4.63E-05   5.32E-05   6.11E-05   7.04E-05   8.12E-05
x30204001   34   CO   0.000320179   0.000162937   8.42E-05   9.73E-05   0.000112654   0.000130493   0.000151283   0.000175519   0.000203786   0.000236763   0.000275249
x30204001   35   CO   0.00119058   0.000593801   0.000298521   0.000347526   0.000404776   0.000471677   0.000549869   0.000641295   0.000748191   0.00087321   0.00101946
x30204001   36   CO   0.00439373   0.00216634   0.00107302   0.0012538   0.0014654   0.0017131   0.00200317   0.00234299   0.00274094   0.00320718   0.00375347
x30204001   37   CO   0.0164954   0.00806411   0.00395822   0.00463483   0.00542809   0.00635853   0.00744962   0.00872984   0.0102319   0.011995   0.0140648
x30204001   38   CO   0.0653199   0.0315958   0.0153736   0.0180347   0.0211614   0.0248365   0.0291576   0.0342402   0.0402208   0.0472608   0.0555517
x30204001   39   CO   0.265794   0.126534   0.0607867   0.0714925   0.0841167   0.0990092   0.116587   0.137345   0.161877   0.190878   0.225184
x30204001   40   CO   1.0807   0.503737   0.237641   0.280548   0.331384   0.391646   0.463135   0.547985   0.648779   0.768582   0.911086
x30204001   41   CO   4.77104   2.16886   0.999288   1.18571   1.40783   1.67266   1.98861   2.36585   2.81648   3.35523   3.99968
x30204001   42   CO   47.8161   21.0714   9.36859   11.2071   13.4139   16.0637   19.2468   23.0711   27.6672   33.1914   39.8328
x30204001   44   CO   33.7195   64.7589   91.5123   86.0944   80.3628   74.3294   68.0138   61.4452   54.6659   47.7324   40.7186
x30204001   45   CO   50.869   80.5717   104.636   99.8028   94.6763   89.2543   83.539   77.5333   71.2466   64.6923   57.8907
x30204001   46   CO   0.583035   15.7212   46.79   39.6973   32.6073   25.6316   18.9184   12.671   7.17411   2.84202   0.305729
x30204001   47   CO   456.871   26.8476   2.65778   0.266725   0.58525   5.15853   16.7922   41.2653   93.1102   225.749   1066.08
x30204001   48   CO   0.905083   0.0289379   4472.12   83.8648   7.88872   0.88603   0.00843616   0.135273   0.404711   0.636228   0.800806
x30204001   49   CO   0.844516   0.951776   0.488193   0.685835   0.820053   0.901442   0.942672   0.954647   0.945442   0.921258   0.886533
x30204001   50   CO   0.0370504   0.0889603   0.0515113   0.07589   0.0899155   0.0946234   0.0921546   0.0847797   0.0742428   0.0620897   0.0493804
x30204001   51   CO   0.00619502   0.0535672   0.108681   0.100065   0.0882399   0.0747077   0.0605616   0.0467385   0.0338891   0.0225913   0.0132406
x30204001   52   CO   4.23E-05   0.0252538   0.0849626   0.0711694   0.0570443   0.0434012   0.0308917   0.0200639   0.0112636   0.00482235   0.00101551
x30204001   26   CO2   4.56E-07   6.48E-07   7.90E-07   7.67E-07   7.38E-07   7.05E-07   6.68E-07   6.27E-07   5.85E-07   5.42E-07   4.99E-07
x30204001   27   CO2   1.31E-07   2.39E-07   3.90E-07   3.54E-07   3.19E-07   2.86E-07   2.54E-07   2.25E-07   1.98E-07   1.74E-07   1.51E-07
x30204001   28   CO2   2.46E-08   5.37E-08   1.09E-07   9.40E-08   8.05E-08   6.87E-08   5.83E-08   4.93E-08   4.16E-08   3.50E-08   2.94E-08
x30204001   29   CO2   1.14E-09   1.81E-09   3.38E-09   2.91E-09   2.51E-09   2.19E-09   1.92E-09   1.70E-09   1.52E-09   1.37E-09   1.24E-09
x30204001   30   CO2   7.01E-10   7.60E-10   9.88E-10   9.17E-10   8.59E-10   8.12E-10   7.75E-10   7.47E-10   7.26E-10   7.11E-10   7.03E-10
x30204001   31   CO2   7.82E-10   6.66E-10   6.58E-10   6.50E-10   6.48E-10   6.51E-10   6.60E-10   6.73E-10   6.92E-10   7.16E-10   7.46E-10
x30204001   32   CO2   4.89E-09   2.70E-09   1.59E-09   1.78E-09   2.00E-09   2.25E-09   2.54E-09   2.88E-09   3.27E-09   3.73E-09   4.27E-09
x30204001   33   CO2   1.20E-08   6.16E-09   3.31E-09   3.78E-09   4.33E-09   4.98E-09   5.73E-09   6.62E-09   7.66E-09   8.89E-09   1.03E-08
x30204001   34   CO2   4.72E-08   2.24E-08   1.10E-08   1.29E-08   1.50E-08   1.76E-08   2.07E-08   2.43E-08   2.86E-08   3.38E-08   3.99E-08
